CMDLINE 'c:\users\huseyn iskandarli\appdata\local\programs\python\python38\python.exe' main.py
MEM 1.722656 1676926393.3562
MEM 13.757812 1676926393.4651
MEM 20.359375 1676926393.5746
MEM 25.375000 1676926393.6827
MEM 29.691406 1676926393.7908
MEM 35.167969 1676926393.8999
MEM 38.976562 1676926394.0075
MEM 40.386719 1676926394.1151
MEM 42.726562 1676926394.2243
MEM 45.906250 1676926394.3333
MEM 48.207031 1676926394.4415
MEM 50.304688 1676926394.5510
MEM 51.406250 1676926394.6612
MEM 52.355469 1676926394.7707
MEM 54.753906 1676926394.8798
MEM 55.121094 1676926394.9884
MEM 57.042969 1676926395.0966
MEM 57.339844 1676926395.2053
MEM 58.472656 1676926395.3141
MEM 58.578125 1676926395.4249
MEM 58.648438 1676926395.5327
MEM 59.730469 1676926395.6443
MEM 63.062500 1676926395.7540
MEM 63.421875 1676926395.8638
MEM 63.421875 1676926395.9737
MEM 63.421875 1676926396.0849
MEM 63.421875 1676926396.1955
MEM 64.648438 1676926396.3060
MEM 65.355469 1676926396.4165
MEM 65.355469 1676926396.5266
MEM 65.355469 1676926396.6373
MEM 67.070312 1676926396.7489
MEM 68.917969 1676926396.8593
MEM 68.937500 1676926396.9711
MEM 68.937500 1676926397.0800
MEM 68.937500 1676926397.1918
MEM 70.640625 1676926397.3011
MEM 73.347656 1676926397.4089
MEM 74.023438 1676926397.5186
MEM 74.023438 1676926397.6280
MEM 74.023438 1676926397.7380
MEM 75.003906 1676926397.8488
MEM 75.250000 1676926397.9605
MEM 75.250000 1676926398.0692
MEM 75.250000 1676926398.1787
MEM 75.503906 1676926398.2880
MEM 75.773438 1676926398.3967
MEM 75.773438 1676926398.5073
MEM 75.773438 1676926398.6191
MEM 75.773438 1676926398.7309
MEM 75.773438 1676926398.8402
MEM 75.773438 1676926398.9503
MEM 75.781250 1676926399.0603
MEM 76.812500 1676926399.1692
MEM 76.812500 1676926399.2798
MEM 76.812500 1676926399.3890
MEM 76.812500 1676926399.4987
MEM 76.812500 1676926399.6093
MEM 76.812500 1676926399.7178
MEM 76.835938 1676926399.8295
MEM 76.835938 1676926399.9401
MEM 76.835938 1676926400.0496
MEM 76.835938 1676926400.1582
MEM 76.835938 1676926400.2679
MEM 76.835938 1676926400.3795
MEM 76.835938 1676926400.4892
MEM 76.835938 1676926400.5999
MEM 76.835938 1676926400.7104
MEM 76.835938 1676926400.8211
MEM 76.835938 1676926400.9317
MEM 76.835938 1676926401.0413
MEM 76.839844 1676926401.1532
MEM 76.839844 1676926401.2610
MEM 76.839844 1676926401.3713
MEM 76.839844 1676926401.4816
MEM 76.839844 1676926401.5926
MEM 76.843750 1676926401.7031
MEM 76.843750 1676926401.8135
MEM 77.027344 1676926401.9245
MEM 77.023438 1676926402.0339
MEM 77.023438 1676926402.1454
MEM 77.023438 1676926402.2559
MEM 77.023438 1676926402.3658
MEM 77.023438 1676926402.4756
MEM 77.023438 1676926402.5872
MEM 77.730469 1676926402.6978
MEM 77.855469 1676926402.8073
MEM 78.230469 1676926402.9168
MEM 78.605469 1676926403.0274
MEM 78.980469 1676926403.1381
MEM 79.027344 1676926403.2476
MEM 79.035156 1676926403.3569
MEM 79.781250 1676926403.4658
MEM 80.140625 1676926403.5750
MEM 80.140625 1676926403.6869
MEM 80.140625 1676926403.7958
MEM 80.140625 1676926403.9056
MEM 80.140625 1676926404.0164
MEM 80.140625 1676926404.1283
MEM 80.140625 1676926404.2384
MEM 80.140625 1676926404.3504
MEM 80.140625 1676926404.4619
MEM 80.140625 1676926404.5717
MEM 80.718750 1676926404.6835
MEM 80.718750 1676926404.7951
MEM 81.031250 1676926404.9042
MEM 81.406250 1676926405.0128
MEM 81.765625 1676926405.1223
MEM 82.156250 1676926405.2308
MEM 82.218750 1676926405.3564
MEM 82.218750 1676926405.4680
MEM 82.562500 1676926405.5754
MEM 83.113281 1676926405.6832
MEM 83.113281 1676926405.7943
MEM 83.113281 1676926405.9033
MEM 83.113281 1676926406.0136
MEM 83.113281 1676926406.1250
MEM 83.113281 1676926406.2342
MEM 83.113281 1676926406.3442
MEM 83.113281 1676926406.4535
MEM 83.113281 1676926406.5633
MEM 83.113281 1676926406.6748
MEM 84.265625 1676926406.7850
MEM 84.515625 1676926406.8976
MEM 84.828125 1676926407.0067
MEM 85.265625 1676926407.1163
MEM 85.640625 1676926407.2279
MEM 86.015625 1676926407.3396
MEM 86.335938 1676926407.4511
MEM 86.703125 1676926407.5607
MEM 87.019531 1676926407.6693
MEM 87.390625 1676926407.7779
MEM 87.765625 1676926407.8895
MEM 87.109375 1676926407.9970
MEM 87.109375 1676926408.1061
MEM 87.109375 1676926408.2158
MEM 87.109375 1676926408.3253
MEM 87.109375 1676926408.4359
MEM 87.109375 1676926408.5456
MEM 87.109375 1676926408.6571
MEM 87.117188 1676926408.7666
MEM 87.121094 1676926408.8793
MEM 87.585938 1676926408.9881
MEM 88.632812 1676926409.0975
MEM 88.632812 1676926409.2069
MEM 88.632812 1676926409.3183
MEM 88.632812 1676926409.4288
MEM 88.632812 1676926409.5397
MEM 88.632812 1676926409.6492
MEM 88.632812 1676926409.7592
MEM 88.632812 1676926409.8714
