CMDLINE 'c:\users\huseyn iskandarli\appdata\local\programs\python\python38\python.exe' main.py
MEM 1.695312 1676924796.0894
MEM 13.210938 1676924796.1903
MEM 20.433594 1676924796.2998
MEM 26.429688 1676924796.4103
MEM 30.929688 1676924796.5227
MEM 37.273438 1676924796.6338
MEM 40.003906 1676924796.7453
MEM 43.480469 1676924796.8564
MEM 47.968750 1676924796.9672
MEM 51.390625 1676924797.0784
MEM 54.203125 1676924797.1876
MEM 54.687500 1676924797.2961
MEM 56.921875 1676924797.4067
MEM 56.933594 1676924797.5162
MEM 58.082031 1676924797.6240
MEM 58.292969 1676924797.7333
MEM 58.375000 1676924797.8443
MEM 59.542969 1676924797.9521
MEM 63.410156 1676924798.0609
MEM 63.757812 1676924798.1697
MEM 63.812500 1676924798.2804
MEM 63.812500 1676924798.3915
MEM 63.867188 1676924798.5007
MEM 67.000000 1676924798.6112
MEM 67.632812 1676924798.7207
MEM 67.894531 1676924798.8293
MEM 67.894531 1676924798.9398
MEM 67.894531 1676924799.0508
MEM 69.437500 1676924799.1617
MEM 72.117188 1676924799.2733
MEM 72.773438 1676924799.3849
MEM 72.824219 1676924799.4954
MEM 72.824219 1676924799.6060
MEM 73.019531 1676924799.7173
MEM 73.429688 1676924799.8259
MEM 73.542969 1676924799.9349
MEM 73.636719 1676924800.0444
MEM 73.636719 1676924800.1525
MEM 73.636719 1676924800.2641
MEM 73.636719 1676924800.3751
MEM 74.082031 1676924800.4848
MEM 74.812500 1676924800.5956
MEM 74.812500 1676924800.7052
MEM 74.812500 1676924800.8163
MEM 75.734375 1676924800.9274
MEM 76.234375 1676924801.0384
MEM 76.531250 1676924801.1503
MEM 76.531250 1676924801.2589
MEM 76.531250 1676924801.3684
MEM 77.492188 1676924801.4786
MEM 80.371094 1676924801.5888
MEM 80.519531 1676924801.6995
MEM 80.519531 1676924801.8103
MEM 80.519531 1676924801.9215
MEM 80.519531 1676924802.0330
MEM 81.535156 1676924802.1437
MEM 82.101562 1676924802.2513
MEM 82.160156 1676924802.3615
MEM 82.160156 1676924802.4721
MEM 83.054688 1676924802.5812
MEM 87.945312 1676924802.6918
MEM 86.976562 1676924802.8027
