CMDLINE 'c:\users\huseyn iskandarli\appdata\local\programs\python\python38\python.exe' main.py
MEM 1.675781 1676926994.5199
MEM 11.082031 1676926994.6277
MEM 19.300781 1676926994.7366
MEM 24.062500 1676926994.8436
MEM 28.054688 1676926994.9528
MEM 33.019531 1676926995.0617
MEM 37.660156 1676926995.1700
MEM 39.824219 1676926995.2778
MEM 43.433594 1676926995.3877
MEM 47.355469 1676926995.4979
MEM 51.046875 1676926995.6062
MEM 51.519531 1676926995.7160
MEM 54.832031 1676926995.8269
MEM 56.789062 1676926995.9354
MEM 57.070312 1676926996.0444
MEM 57.351562 1676926996.1536
MEM 58.453125 1676926996.2630
MEM 58.542969 1676926996.3732
MEM 58.628906 1676926996.4824
MEM 61.175781 1676926996.5901
MEM 63.164062 1676926996.6995
MEM 63.851562 1676926996.8092
MEM 63.871094 1676926996.9174
MEM 63.871094 1676926997.0280
MEM 63.871094 1676926997.1364
MEM 64.175781 1676926997.2468
MEM 65.191406 1676926997.3555
MEM 65.191406 1676926997.4654
MEM 65.191406 1676926997.5762
MEM 65.191406 1676926997.6845
MEM 65.878906 1676926997.7943
MEM 65.878906 1676926997.9037
MEM 65.878906 1676926998.0140
MEM 66.363281 1676926998.1255
MEM 66.363281 1676926998.2355
MEM 66.363281 1676926998.3449
MEM 66.363281 1676926998.4561
MEM 66.363281 1676926998.5647
MEM 66.363281 1676926998.6741
MEM 66.363281 1676926998.7829
MEM 66.363281 1676926998.8918
MEM 66.363281 1676926999.0004
MEM 66.363281 1676926999.1100
MEM 66.363281 1676926999.2185
MEM 66.355469 1676926999.3301
MEM 66.218750 1676926999.4403
MEM 66.148438 1676926999.5493
MEM 66.078125 1676926999.6595
MEM 65.941406 1676926999.7708
