CMDLINE 'c:\users\huseyn iskandarli\appdata\local\programs\python\python38\python.exe' main.py
MEM 1.695312 1676927010.5651
MEM 13.531250 1676927010.6757
MEM 20.957031 1676927010.7850
MEM 26.457031 1676927010.8932
MEM 30.718750 1676927011.0011
MEM 37.289062 1676927011.1106
MEM 39.968750 1676927011.2204
MEM 43.394531 1676927011.3289
MEM 48.003906 1676927011.4371
MEM 53.585938 1676927011.5447
MEM 55.140625 1676927011.6532
MEM 57.812500 1676927011.7617
MEM 58.207031 1676927011.8714
MEM 58.335938 1676927011.9813
MEM 58.511719 1676927012.0923
MEM 62.421875 1676927012.2017
MEM 63.843750 1676927012.3090
MEM 64.265625 1676927012.4181
MEM 64.265625 1676927012.5284
MEM 64.265625 1676927012.6387
MEM 64.406250 1676927012.7489
MEM 65.437500 1676927012.8591
MEM 65.437500 1676927012.9684
MEM 65.437500 1676927013.0799
MEM 65.437500 1676927013.1904
MEM 67.578125 1676927013.2999
MEM 69.695312 1676927013.4091
MEM 70.164062 1676927013.5178
MEM 70.164062 1676927013.6279
MEM 70.164062 1676927013.7380
MEM 71.113281 1676927013.8477
MEM 72.792969 1676927013.9574
MEM 73.011719 1676927014.0670
MEM 73.273438 1676927014.1766
MEM 75.265625 1676927014.2865
MEM 75.265625 1676927014.3962
MEM 75.265625 1676927014.5079
MEM 75.265625 1676927014.6188
MEM 75.265625 1676927014.7298
MEM 75.265625 1676927014.8399
MEM 75.265625 1676927014.9513
MEM 75.441406 1676927015.0599
MEM 76.343750 1676927015.1692
MEM 76.343750 1676927015.2798
MEM 76.410156 1676927015.3894
MEM 76.843750 1676927015.4990
MEM 77.179688 1676927015.6086
MEM 77.593750 1676927015.7178
MEM 76.031250 1676927015.8263
MEM 76.093750 1676927015.9358
MEM 76.156250 1676927016.0445
MEM 76.156250 1676927016.1509
MEM 76.156250 1676927016.2606
MEM 75.121094 1676927016.3702
MEM 75.121094 1676927016.4818
MEM 75.121094 1676927016.5903
MEM 75.121094 1676927016.7009
MEM 75.121094 1676927016.8095
